id,playtime_forever
0,0.0
1,0.016666666666666666
2,0.0
3,1.5333333333333334
4,22.33333333333333
5,2.6166666666666667
6,0.15
7,0.016666666666666666
8,0.016666666666666666
9,0.0
10,0.0
11,0.0
12,20.566666666666666
13,0.6333333333333333
14,0.016666666666666666
15,3.3
16,0.0
17,0.0
18,0.0
19,0.16666666666666666
20,1.6166666666666667
21,0.0
22,0.05
23,0.0
24,0.0
25,0.21666666666666667
26,0.0
27,0.0
28,4.216666666666667
29,4.266666666666667
30,2.1
31,0.0
32,2.85
33,0.0
34,4.516666666666667
35,3.083333333333333
36,0.0
37,1.7
38,11.516666666666667
39,6.5
40,0.8833333333333333
41,0.4666666666666667
42,0.0
43,0.0
44,0.4
45,0.31666666666666665
46,0.0
47,0.0
48,1.9833333333333327
49,14.55
50,0.2
51,3.9333333333333327
52,0.0
53,0.0
54,0.36666666666666653
55,0.8666666666666667
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.5666666666666667
62,1.1
63,0.0
64,0.4666666666666667
65,1.1
66,0.0
67,0.13333333333333333
68,0.0
69,0.0
70,3.066666666666667
71,0.0
72,1.85
73,0.0
74,0.05
75,5.916666666666668
76,6.366666666666666
77,0.0
78,0.13333333333333333
79,0.11666666666666667
80,0.0
81,0.0
82,3.083333333333333
83,32.766666666666666
84,0.0
85,0.0
86,0.45
87,1.5333333333333334
88,0.0
89,0.0
90,0.0
91,0.0
92,0.8
93,0.1
94,2.8
95,0.0
96,0.5
97,0.0
98,0.0
99,0.03333333333333333
100,0.0
101,1.6833333333333331
102,0.0
103,0.25
104,0.08333333333333333
105,1.75
106,0.2
107,0.0
108,0.0
109,1.4166666666666667
110,2.3
111,0.0
112,0.5
113,0.5333333333333333
114,0.0
115,0.0
116,0.13333333333333333
117,0.0
118,0.0
119,0.0
120,1.4
121,0.016666666666666666
122,0.6333333333333333
123,0.0
124,0.0
125,0.85
126,0.0
127,0.7
128,0.0
129,0.0
130,0.5
131,4.216666666666667
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,1.95
138,0.0
139,1.6833333333333331
140,0.0
141,0.16666666666666666
142,0.9666666666666668
143,0.1
144,0.0
145,0.2
146,3.2333333333333334
147,0.0
148,12.766666666666667
149,10.0
150,0.0
151,51.28333333333333
152,0.0
153,0.0
154,0.0
155,24.93333333333333
156,1.7666666666666666
157,0.5
158,2.5
159,0.0
160,0.0
161,1.75
162,0.0
163,0.0
164,0.0
165,0.08333333333333333
166,0.0
167,0.05
168,0.0
169,0.0
170,14.433333333333335
171,0.0
172,0.8333333333333334
173,4.216666666666667
174,0.03333333333333333
175,0.0
176,0.6
177,0.9833333333333332
178,0.2
179,0.0
180,0.0
181,2.1166666666666667
182,2.6333333333333333
183,92.63333333333334
184,0.0
185,0.0
186,0.0
187,0.0
188,1.1666666666666667
189,1.25
190,1.4
191,0.016666666666666666
192,0.31666666666666665
193,0.0
194,0.0
195,0.0
196,4.183333333333334
197,11.516666666666667
198,6.3
199,0.0
200,0.15
201,0.0
202,9.883333333333333
203,0.4166666666666667
204,31.983333333333334
205,7.516666666666667
206,0.0
207,0.0
208,3.033333333333333
209,4.766666666666667
210,2.2
211,5.4
212,0.08333333333333333
213,5.033333333333333
214,0.25
215,0.0
216,0.016666666666666666
217,5.383333333333334
218,0.0
219,28.98333333333333
220,0.0
221,0.65
222,0.0
223,0.21666666666666667
224,0.0
225,0.0
226,0.0
227,9.016666666666667
228,0.0
229,0.0
230,0.0
231,0.16666666666666666
232,5.116666666666666
233,4.55
234,3.1166666666666667
235,0.0
236,0.0
237,0.4166666666666667
238,0.0
239,0.016666666666666666
240,2.716666666666667
241,0.03333333333333333
242,3.1666666666666665
243,0.0
244,0.0
245,0.0
246,0.1
247,5.116666666666666
248,0.13333333333333333
249,0.9166666666666666
250,0.0
251,0.0
252,0.0
253,0.0
254,113.8
255,1.35
256,0.0
257,0.0
258,0.0
259,1.3666666666666667
260,0.2333333333333333
261,0.0
262,0.0
263,0.7333333333333333
264,0.0
265,0.2833333333333333
266,0.0
267,0.0
268,0.6166666666666667
269,0.0
270,0.0
271,0.0
272,0.26666666666666666
273,2.6
274,2.4833333333333334
275,0.0
276,0.0
277,2.8833333333333333
278,0.2333333333333333
279,0.2333333333333333
280,0.4166666666666667
281,0.0
282,0.7166666666666667
283,0.0
284,0.03333333333333333
285,22.35
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.05
293,2.0166666666666666
294,0.8166666666666667
295,0.0
296,0.0
297,1.3666666666666667
298,1.2666666666666666
299,0.2833333333333333
300,0.0
301,0.0
302,0.0
303,0.0
304,2.533333333333333
305,0.31666666666666665
306,0.0
307,0.0
308,0.0
309,0.6833333333333333
310,0.0
311,0.0
312,5.883333333333334
313,0.08333333333333333
314,0.6166666666666667
315,1.1166666666666667
316,0.0
317,0.05
318,0.0
319,0.0
320,0.3333333333333333
321,2.45
322,0.0
323,0.7833333333333333
324,0.0
325,0.0
326,0.0
327,0.0
