id,playtime_forever
0,1.1767065840033581
1,3.4891313393029897
2,0.36742371692701825
3,0.20402679817928004
4,6.317724051874276
5,2.185591422622906
6,0.7658625651266568
7,0.813223034759921
8,3.0371727859894158
9,2.953144268297053
10,0.8823974534387686
11,2.6538615915848336
12,2.039222191157251
13,1.2284634406732433
14,5.781582654289707
15,0.08318122006127926
16,1.572258030424385
17,1.4377034419352346
18,0.8630411084397973
19,1.9150486552739028
20,0.7543039924102659
21,2.446664860349758
22,0.7391685207418417
23,0.21453789389035016
24,0.37778222479841905
25,1.474896138585156
26,0.7765356103662149
27,0.38896488682043207
28,1.0647661171201717
29,0.8435612796786716
30,1.756914225066176
31,41.567677714581595
32,0.40253921910531876
33,0.43949349390323156
34,4.259858394799383
35,0.4099458763519319
36,1.544696106561179
37,3.7625708376289424
38,1.0295488396375387
39,0.9110354950035828
40,1.6606556092642637
41,1.433154099405666
42,2.778664029191394
43,1.9917765883739955
44,0.5840649033162673
45,0.8842744159963443
46,0.48929189085477365
47,0.6121341615029785
48,3.187230685364491
49,7.386840329343013
50,1.694776058362192
51,1.391986424403901
52,1.672830613648582
53,2.7691669314590897
54,1.587086115309981
55,0.3867853694137757
56,3.485963364606974
57,1.026082192994208
58,2.2198369822050443
59,0.3993888656609108
60,1.170231500984842
61,0.6578645896042095
62,0.5346043651679682
63,9.670111521148884
64,0.4008122191072909
65,0.49521402063041275
66,0.0
67,0.38236503347801953
68,2.067482449820438
69,0.4043310289584041
70,0.611611989939812
71,17.2141489051718
72,1.1294112882467813
73,19.639756704180044
74,1.9628755885183287
75,22.928809575022687
76,20.47066763698457
77,1.938964896706152
78,0.7868515219652583
79,0.451227281085097
80,0.7399307924217664
81,1.6828747871509893
82,2.2843733379701265
83,7.575981436097955
84,3.635577039818295
85,1.5425510007365157
86,0.3677471311410516
87,6.62810123262018
88,0.9390481946149574
89,4.905558496274446
