id,playtime_forever
0,0.0
1,0.0
2,0.0
3,0.0
4,6.3177240518742765
5,0.0
6,0.0
7,0.0
8,0.0
9,2.953144268297053
10,0.0
11,0.0
12,2.039222191157251
13,1.228463440673243
14,5.781582654289707
15,0.08318122006127926
16,1.5722580304243852
17,1.4377034419352346
18,0.8630411084397973
19,1.9150486552739028
20,0.0
21,2.4466648603497583
22,0.0
23,0.21453789389035016
24,0.3777822247984191
25,0.0
26,0.0
27,0.3889648868204321
28,1.0647661171201717
29,0.8435612796786716
30,1.756914225066176
31,41.5676777145816
32,0.4025392191053188
33,0.4394934939032316
34,4.259858394799383
35,0.4099458763519319
36,1.5446961065611788
37,3.7625708376289424
38,1.0295488396375387
39,0.0
40,1.6606556092642637
41,0.0
42,0.0
43,0.0
44,0.5840649033162673
45,0.8842744159963443
46,0.0
47,0.0
48,0.0
49,7.386840329343013
50,1.6947760583621918
51,0.0
52,1.6728306136485818
53,2.7691669314590897
54,0.0
55,0.3867853694137757
56,3.4859633646069734
57,1.026082192994208
58,0.0
59,0.3993888656609108
60,0.0
61,0.6578645896042095
62,0.0
63,9.670111521148883
64,0.0
65,0.0
66,0.0
67,0.0
68,2.0674824498204383
69,0.0
70,0.0
71,17.2141489051718
72,1.1294112882467813
73,0.0
74,1.9628755885183289
75,22.928809575022694
76,20.47066763698457
77,1.938964896706152
78,0.0
79,0.0
80,0.0
81,1.6828747871509893
82,0.0
83,0.0
84,3.6355770398182945
85,0.0
86,0.3677471311410516
87,0.0
88,0.9390481946149574
89,4.9055584962744465
